Date_Time, TimeSinceLoad(s), PPID, TimeStamp_Pupil,NormalPos_X,NormalPos_Y,NormalPos_Z,OriginalPos_X,OriginalPos_Y,OriginalPos_Z,Left_Openess,Right_Openess,Left_Dia,Right_Dia,GazeNormal_Left_X,GazeNormal_Left_Y,GazeNormal_Left_Z,GazeNormal_Right_X,GazeNormal_Right_Y,GazeNormal_Right_Z,EyeCenter_Left_X,EyeCenter_Left_Y,EyeCenter_Left_Z,EyeCenter_Right_X,EyeCenter_Right_Y,EyeCenter_Right_Z, environment,cart_status
0:5/8/2021 22:23:48.947,1438.661,pilot01,4061633,0.189285278,-0.138748169,0.972061157,5.550582886,1.350219727,-30.8840332,0.922015429,0.900763631,5.132446289,5.36807251,0.181213379,-0.142959595,0.972991943,0.198623657,-0.133834839,0.97088623,33.39187622,1.56640625,-32.20278931,-26.75747681,1.099365234,-29.35369873, HorrorEnvironment,FALSE
0:5/8/2021 22:23:48.968,1438.682,pilot01,4061650,0.189071655,-0.138290405,0.972167969,6.1668396,1.3490448,-30.89852905,0.936702192,0.888769031,5.132537842,5.3777771,0.180526733,-0.142578125,0.973175049,0.199386597,-0.133087158,0.970825195,33.39173889,1.563735962,-32.19923401,-26.75953674,1.089385986,-29.32543945, HorrorEnvironment,FALSE
0:5/8/2021 22:23:48.991,1438.705,pilot01,4061675,0.188735962,-0.138549805,0.972198486,6.176010132,1.347747803,-30.8936615,0.937771022,0.893809438,5.119110107,5.390686035,0.180053711,-0.142333984,0.973297119,0.19921875,-0.13394165,0.970748901,33.39173889,1.562713623,-32.1955719,-26.75964355,1.087585449,-29.31814575, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.014,1438.728,pilot01,4061700,0.189529419,-0.137771606,0.97215271,5.230636597,1.338363647,-30.84277344,0.943879426,0.891441703,5.119277954,5.408462524,0.180419922,-0.14213562,0.973251343,0.199874878,-0.1328125,0.97076416,33.39215088,1.561386108,-32.19094849,-26.76010132,1.085021973,-29.3112793, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.035,1438.749,pilot01,4061717,0.189285278,-0.137893677,0.972183228,4.099716187,1.329406738,-30.78515625,0.93182236,0.887833655,5.133087158,5.408584595,0.180145264,-0.142486572,0.973251343,0.198898315,-0.133041382,0.970932007,33.39303589,1.561386108,-32.18739319,-26.76022339,1.085021973,-29.30792236, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.058,1438.772,pilot01,4061742,0.189697266,-0.135925293,0.972381592,3.068695068,1.321090698,-30.73171997,0.935149014,0.893299162,5.13520813,5.420944214,0.179428101,-0.138717651,0.973937988,0.199783325,-0.133148193,0.970748901,33.39456177,1.561203003,-32.18238831,-26.76063538,1.084915161,-29.30480957, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.081,1438.795,pilot01,4061767,0.18862915,-0.136306763,0.97253418,3.147155762,1.321807861,-30.73413086,0.938987911,0.897245765,5.135406494,5.413619995,0.180038452,-0.138641357,0.973831177,0.197097778,-0.133987427,0.971176147,33.39572144,1.561019897,-32.18121338,-26.76083374,1.085296631,-29.30332947, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.102,1438.816,pilot01,4061783,0.188858032,-0.136383057,0.972473145,3.158493042,1.321899414,-30.73338318,0.939298093,0.898578584,5.135452271,5.409133911,0.181472778,-0.13873291,0.973556519,0.196166992,-0.134048462,0.971359253,33.39627075,1.561019897,-32.179245,-26.76086426,1.085296631,-29.30276489, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.124,1438.838,pilot01,4061808,0.188781738,-0.136627197,0.972457886,3.531112671,1.322906494,-30.74034119,0.943060696,0.879013717,5.137924194,5.414337158,0.180160522,-0.138916016,0.973770142,0.197525024,-0.134292603,0.971038818,33.39642334,1.560806274,-32.1761322,-26.76208496,1.081619263,-29.28399658, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.147,1438.861,pilot01,4061833,0.188217163,-0.13659668,0.972564697,5.067047119,1.331695557,-30.80709839,0.933386207,0.88626498,5.141113281,5.41734314,0.179443359,-0.138763428,0.973922729,0.198059082,-0.134124756,0.970962524,33.39642334,1.560241699,-32.17526245,-26.76373291,1.074905396,-29.26982117, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.169,1438.883,pilot01,4061850,0.188156128,-0.137481689,0.972457886,5.33152771,1.330978394,-30.81689453,0.945224881,0.879492283,5.146743774,5.414810181,0.179168701,-0.139007568,0.973937988,0.198425293,-0.13571167,0.970672607,33.39627075,1.559494019,-32.17347717,-26.76533508,1.069625854,-29.26541138, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.190,1438.903,pilot01,4061875,0.194900513,-0.144561768,0.970108032,4.379150391,1.322387695,-30.77258301,0.944680989,0.892646134,5.156829834,5.415084839,0.191146851,-0.152938843,0.969558716,0.198898315,-0.135559082,0.970596313,33.41140747,1.560348511,-32.17834473,-26.76722717,1.067123413,-29.26446533, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.203,1438.917,pilot01,4061883,0.203887939,-0.148254395,0.967697144,7.030029297,1.368988037,-30.96339417,0.941031814,0.890293181,5.193252563,5.309738159,0.1953125,-0.15007019,0.969177246,0.214797974,-0.145904541,0.965682983,33.43255615,1.567474365,-32.18733215,-26.71658325,1.115280151,-29.39901733, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.217,1438.931,pilot01,4061900,0.203369141,-0.137680054,0.969360352,7.953109741,1.365875244,-30.9400177,0.932653069,0.881340563,5.083862305,5.341079712,0.197677612,-0.139160156,0.970336914,0.211090088,-0.135650635,0.968002319,33.46369934,1.573883057,-32.19277954,-26.65968323,1.083648682,-29.24024963, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.231,1438.945,pilot01,4061916,0.204483032,-0.141067505,0.968643188,8.114028931,1.369110107,-30.95002747,0.93480134,0.896732688,5.139068604,5.435195923,0.19934082,-0.148025513,0.968673706,0.211502075,-0.131500244,0.968475342,33.46298218,1.574859619,-32.19267273,-26.65827942,1.086898804,-29.24545288, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.244,1438.958,pilot01,4061925,0.203201294,-0.140731812,0.968963623,8.37109375,1.370239258,-30.96118164,0.935225785,0.897377729,5.133682251,5.418014526,0.198394775,-0.148803711,0.96875,0.209884644,-0.129455566,0.969100952,33.46308899,1.574371338,-32.1920166,-26.65898132,1.085281372,-29.24284363, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.258,1438.972,pilot01,4061941,0.204269409,-0.140716553,0.968734741,9.251617432,1.377380371,-31.00354004,0.941104114,0.896434188,5.142028809,5.438461304,0.198699951,-0.146026611,0.969116211,0.212493896,-0.1328125,0.968078613,33.46343994,1.574615479,-32.1912384,-26.66011047,1.084823608,-29.24189758, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.271,1438.985,pilot01,4061958,0.203094482,-0.138442993,0.969314575,10.29930115,1.385635376,-31.05297852,0.949160159,0.893669367,5.142562866,5.422164917,0.198501587,-0.143829346,0.969482422,0.210403442,-0.129837036,0.968948364,33.46444702,1.575180054,-32.19126892,-26.66085815,1.083221436,-29.23683167, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.284,1438.998,pilot01,4061966,0.203414917,-0.136581421,0.969512939,5.284942627,1.344558716,-30.80499268,0.944463313,0.89566344,5.144790649,5.40852356,0.198883057,-0.143539429,0.969451904,0.208557129,-0.128677368,0.969497681,33.4651947,1.575500488,-32.19136047,-26.66053772,1.082778931,-29.2334137, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.298,1439.012,pilot01,4061983,0.203430176,-0.137741089,0.969345093,4.100143433,1.333908081,-30.74279785,0.95310241,0.907398403,5.144851685,5.402770996,0.19859314,-0.143539429,0.969497681,0.208480835,-0.131668091,0.969116211,33.46688843,1.575515747,-32.1914978,-26.66038513,1.080841064,-29.22532654, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.311,1439.025,pilot01,4061991,0.203598022,-0.137237549,0.96937561,4.297073364,1.335021973,-30.75123596,0.95310241,0.907398403,5.145629883,5.405792236,0.198348999,-0.143386841,0.969573975,0.20916748,-0.130691528,0.969100952,33.46775818,1.575500488,-32.19165039,-26.66043091,1.079803467,-29.22259521, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.324,1439.037,pilot01,4062008,0.203414917,-0.137298584,0.969406128,4.516723633,1.336074829,-30.7596283,0.948265493,0.918427289,5.14263916,5.422836304,0.197891235,-0.143447876,0.969665527,0.209335327,-0.130661011,0.969070435,33.46980286,1.575180054,-32.19187927,-26.6605072,1.078613281,-29.21734619, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.339,1439.053,pilot01,4062025,0.202911377,-0.137741089,0.969451904,4.874008179,1.335800171,-30.7644043,0.957485497,0.910648763,5.146240234,5.409286499,0.197402954,-0.143463135,0.96975708,0.208969116,-0.131408691,0.969039917,33.47206116,1.574859619,-32.19197083,-26.66117859,1.07220459,-29.19021606, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.352,1439.066,pilot01,4062033,0.202377319,-0.137176514,0.969650269,5.532318115,1.338928223,-30.79025269,0.950931847,0.919178486,5.146194458,5.405731201,0.197158813,-0.1434021,0.969818115,0.208358765,-0.130004883,0.969360352,33.47431946,1.574386597,-32.19197083,-26.66122437,1.067642212,-29.17524719, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.373,1439.087,pilot01,4062058,0.201049805,-0.13684082,0.969970703,6.989929199,1.347854614,-30.8624115,0.951904297,0.920283556,5.145736694,5.410095215,0.196243286,-0.142364502,0.970153809,0.20715332,-0.129821777,0.969650269,33.47892761,1.569869995,-32.19256592,-26.66203308,1.065811157,-29.17256165, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.390,1439.104,pilot01,4062075,0.200759888,-0.136657715,0.970046997,6.573425293,1.336975098,-30.83505249,0.956873715,0.917899072,5.158615112,5.406997681,0.195358276,-0.14251709,0.970306396,0.20741272,-0.129425049,0.96963501,33.48181152,1.562347412,-32.1938324,-26.66362,1.05859375,-29.1566925, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.413,1439.127,pilot01,4062100,0.20098877,-0.138015747,0.969818115,4.652008057,1.320846558,-30.7381134,0.958308637,0.908390582,5.155166626,5.398529053,0.194244385,-0.145019531,0.970169067,0.208297729,-0.130401611,0.969329834,33.48205566,1.562255859,-32.1938324,-26.66770935,1.05859375,-29.1566925, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.436,1439.15,pilot01,4062116,0.215408325,-0.13760376,0.966766357,5.805328369,1.348632813,-30.84072876,0.956392765,0.90285641,5.154159546,5.370452881,0.207107544,-0.143966675,0.967651367,0.225067139,-0.130126953,0.965606689,33.5241394,1.570800781,-32.20346069,-26.63363647,1.088623047,-29.24594116, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.457,1439.171,pilot01,4062141,0.281311035,-0.130020142,0.950759888,14.2321167,1.410812378,-31.3205719,0.941251636,0.908248723,5.191635132,5.336090088,0.276184082,-0.135437012,0.951507568,0.291748047,-0.118896484,0.949066162,33.95375061,1.561462402,-32.29629517,-26.07136536,1.102935791,-29.32659912, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.479,1439.193,pilot01,4062166,0.377532959,-0.124084473,0.917633057,15.49337769,1.412506104,-31.55079651,0.818659604,0.910466671,5.108261108,5.480239868,0.371047974,-0.130493164,0.919387817,0.391418457,-0.11026001,0.913574219,34.45069885,1.546325684,-32.48561096,-25.37738037,1.123977661,-29.53543091, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.503,1439.217,pilot01,4062183,0.429641724,-0.14956665,0.890518188,17.06568909,1.427780151,-31.70372009,0.774785161,0.931002259,5.154830933,5.375106812,0.416107178,-0.158355713,0.895401001,0.461624146,-0.128311157,0.877731323,34.68493652,1.532150269,-32.58560181,-25.20225525,1.177383423,-29.58811951, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.525,1439.239,pilot01,4062208,0.430587769,-0.126846313,0.893585205,17.31433105,1.391738892,-31.76985168,1,1,5.234207153,5.578170776,0.418670654,-0.137451172,0.897659302,0.459014893,-0.100982666,0.882659912,34.75718689,1.50112915,-32.61882019,-24.98420715,1.126495361,-29.71110535, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.546,1439.26,pilot01,4062233,0.434860229,-0.13104248,0.890899658,14.34671021,1.372711182,-31.62698364,1,1,5.20199585,5.524581909,0.416030884,-0.146392822,0.897476196,0.470336914,-0.101242065,0.876647949,34.77526855,1.500106812,-32.61668396,-24.97848511,1.127456665,-29.72181702, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.569,1439.283,pilot01,4062250,0.438476563,-0.1275177,0.889633179,9.818328857,1.343994141,-31.40840149,1,1,5.206665039,5.518966675,0.415466309,-0.14491272,0.897979736,0.469894409,-0.103088379,0.876678467,34.78457642,1.499740601,-32.61697388,-24.97906494,1.126937866,-29.72392273, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.590,1439.304,pilot01,4062275,0.439804077,-0.124649048,0.889389038,6.024749756,1.318328857,-31.22541809,1,1,5.199707031,5.493835449,0.412948608,-0.14390564,0.899307251,0.468154907,-0.103729248,0.8775177,34.79620361,1.496505737,-32.62016296,-24.9810791,1.126296997,-29.72236633, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.613,1439.327,pilot01,4062300,0.435409546,-0.128067017,0.891067505,5.773269653,1.313919067,-31.21334839,1,1,5.198516846,5.43951416,0.409210205,-0.142715454,0.901199341,0.462661743,-0.112411499,0.879364014,34.80651855,1.491622925,-32.62202454,-24.9831543,1.125656128,-29.72105408, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.636,1439.349,pilot01,4062316,0.434082031,-0.129745483,0.891464233,5.45539856,1.310302734,-31.19703674,1,1,5.198455811,5.416976929,0.407394409,-0.140914917,0.902297974,0.461303711,-0.118026733,0.879348755,34.81018066,1.490081787,-32.62171936,-24.98452759,1.12387085,-29.71968079, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.657,1439.371,pilot01,4062341,0.410507202,-0.131713867,0.902282715,7.266525269,1.309539795,-31.2432251,1,1,5.210357666,5.32170105,0.389801025,-0.132095337,0.911361694,0.434539795,-0.131164551,0.891036987,34.7808075,1.48034668,-32.59727478,-25.02706909,1.109039307,-29.65396118, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.681,1439.395,pilot01,4062366,0.405181885,-0.132736206,0.904541016,10.10853577,1.334777832,-31.37579346,1,1,5.13961792,5.381195068,0.384613037,-0.142852783,0.911941528,0.434127808,-0.118164063,0.893051147,34.75738525,1.494750977,-32.57992554,-25.048172,1.106613159,-29.65835571, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.701,1439.415,pilot01,4062383,0.397628784,-0.129562378,0.908340454,8.921569824,1.325485229,-31.29884338,1,1,5.203994751,5.385818481,0.375549316,-0.139404297,0.916244507,0.426361084,-0.116470337,0.897018433,34.73654175,1.491790771,-32.56524658,-25.10827637,1.106262207,-29.62942505, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.725,1439.438,pilot01,4062408,0.401901245,-0.136520386,0.905441284,7.040328979,1.373306274,-31.14338684,1,1,5.209411621,5.31791687,0.366729736,-0.129425049,0.921264648,0.442230225,-0.144561768,0.885162354,34.66720581,1.494888306,-32.54234314,-25.25614929,1.231170654,-29.50796509, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.747,1439.461,pilot01,4062433,0.382904053,-0.128341675,0.914810181,9.523483276,1.33241272,-31.28817749,0.824209034,0.976095974,5.185836792,5.287384033,0.365539551,-0.130432129,0.921600342,0.40675354,-0.12538147,0.904876709,34.59767151,1.5025177,-32.52197266,-25.2197876,1.096710205,-29.57858276, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.769,1439.483,pilot01,4062450,0.366439819,-0.121871948,0.922409058,6.704208374,1.315475464,-31.12678528,0.82750541,0.988987863,5.233688354,5.37109375,0.340255737,-0.131393433,0.931091309,0.396102905,-0.110824585,0.911483765,34.58299255,1.496078491,-32.4959259,-25.28678894,1.108230591,-29.55569458, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.791,1439.505,pilot01,4062475,0.353210449,-0.127105713,0.926864624,8.82623291,1.328262329,-31.20797729,0.853696704,0.972450912,5.195068359,5.365386963,0.332855225,-0.134078979,0.933380127,0.379989624,-0.117721558,0.91746521,34.51956177,1.486877441,-32.47895813,-25.35223389,1.117279053,-29.51724243, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.814,1439.527,pilot01,4062500,0.356735229,-0.118911743,0.926589966,7.769683838,1.323455811,-31.14715576,0.871966898,0.966419101,5.196456909,5.386077881,0.328613281,-0.124343872,0.936233521,0.39125061,-0.112014771,0.913421631,34.46315002,1.486953735,-32.4662323,-25.43453979,1.120071411,-29.50634766, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.836,1439.55,pilot01,4062516,0.353012085,-0.117523193,0.928192139,6.397277832,1.320388794,-31.06625366,0.879042983,0.94375962,5.133392334,5.431838989,0.324615479,-0.12121582,0.938034058,0.384902954,-0.113174438,0.915985107,34.41848755,1.485046387,-32.45431519,-25.47131348,1.133117676,-29.48760986, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.857,1439.571,pilot01,4062541,0.339447021,-0.129577637,0.931640625,6.164550781,1.314086914,-31.02919006,0.879620254,0.948540509,5.130981445,5.283691406,0.312026978,-0.133102417,0.940689087,0.3699646,-0.125488281,0.920516968,34.35539246,1.476715088,-32.43147278,-25.56288147,1.13104248,-29.45098877, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.880,1439.594,pilot01,4062566,0.32975769,-0.125793457,0.935638428,6.173065186,1.311828613,-31.01387024,0.868427873,0.94872576,5.11100769,5.178405762,0.302200317,-0.123138428,0.945251465,0.360565186,-0.128677368,0.923797607,34.3112793,1.470291138,-32.4183197,-25.61799622,1.132766724,-29.42709351, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.902,1439.615,pilot01,4062583,0.319824219,-0.135253906,0.937759399,5.043243408,1.304153442,-30.93933105,0.898315728,0.963542521,5.148483276,5.158599854,0.288116455,-0.136199951,0.947845459,0.352737427,-0.134109497,0.926055908,34.28125,1.468399048,-32.39526367,-25.66122437,1.131668091,-29.41038513, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.925,1439.639,pilot01,4062608,0.316848755,-0.135192871,0.938781738,4.053985596,1.298339844,-30.87799072,0.89120537,0.972728014,5.061431885,5.194747925,0.284072876,-0.137588501,0.948867798,0.348846436,-0.132675171,0.927734375,34.21548462,1.470062256,-32.37745667,-25.7399292,1.128707886,-29.39680481, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.947,1439.661,pilot01,4062633,0.299865723,-0.130584717,0.944992065,3.496200562,1.300247192,-30.83442688,0.891487718,0.960148752,5.084732056,5.076812744,0.276275635,-0.130233765,0.952209473,0.322235107,-0.130859375,0.937561035,34.16168213,1.473754883,-32.36515808,-25.77693176,1.134613037,-29.37319946, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.968,1439.682,pilot01,4062650,0.297027588,-0.126022339,0.946502686,5.407119751,1.312759399,-30.92233276,0.896224499,0.955153286,5.075088501,5.099395752,0.27355957,-0.124435425,0.953765869,0.32232666,-0.127655029,0.937973022,34.11715698,1.474334717,-32.3503418,-25.80474854,1.13710022,-29.36987305, HorrorEnvironment,FALSE
0:5/8/2021 22:23:49.990,1439.703,pilot01,4062675,0.277114868,-0.119995117,0.953308105,4.430541992,1.327438354,-30.8433075,0.888375342,0.957886517,5.117538452,5.140655518,0.253005981,-0.12008667,0.959976196,0.301681519,-0.119812012,0.945846558,33.99555969,1.498184204,-32.3107605,-25.91358948,1.152191162,-29.33717346, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.013,1439.727,pilot01,4062700,0.270462036,-0.117797852,0.955490112,3.342834473,1.322402954,-30.7848053,0.9234038,0.970037818,5.061660767,5.094207764,0.246749878,-0.111312866,0.962661743,0.29296875,-0.123931885,0.948043823,33.98652649,1.497772217,-32.31669617,-25.94863892,1.154769897,-29.32051086, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.035,1439.749,pilot01,4062716,0.261474609,-0.105728149,0.959396362,4.212585449,1.325958252,-30.82623291,0.938293755,0.963588059,5.080291748,5.220184326,0.233566284,-0.110534668,0.966033936,0.289581299,-0.100784302,0.951828003,33.97055054,1.497833252,-32.31109619,-25.98727417,1.151535034,-29.31932068, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.057,1439.771,pilot01,4062741,0.2368927,-0.123886108,0.963592529,5.452713013,1.34552002,-30.87843323,0.939914644,0.973649085,5.03364563,5.097259521,0.234924316,-0.115966797,0.965057373,0.239028931,-0.132614136,0.961898804,33.92507935,1.489608765,-32.30726624,-25.87139893,1.187011719,-29.30648804, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.080,1439.794,pilot01,4062766,0.221557617,-0.128555298,0.966629028,5.245666504,1.343109131,-30.85037231,1,1,5.112579346,5.078277588,0.223480225,-0.121520996,0.967086792,0.219467163,-0.136184692,0.966064453,33.87887573,1.484695435,-32.29489136,-25.915802,1.189025879,-29.27828979, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.101,1439.815,pilot01,4062783,0.247665405,-0.115600586,0.961914063,5.039016724,1.321380615,-30.84135437,0.974124312,0.977909863,5.048477173,5.195388794,0.216400146,-0.122741699,0.968551636,0.281158447,-0.107727051,0.953582764,33.85939026,1.482971191,-32.28852844,-26.12728882,1.146636963,-29.27636719, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.114,1439.828,pilot01,4062800,0.23664856,-0.119796753,0.964172363,6.512191772,1.326751709,-30.89468384,0.989257932,0.996242523,5.061309814,5.086502075,0.215087891,-0.114822388,0.969818115,0.262283325,-0.125671387,0.956756592,33.84529114,1.486968994,-32.2895813,-26.17277527,1.135162354,-29.22666931, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.127,1439.841,pilot01,4062808,0.234466553,-0.123504639,0.964233398,7.557189941,1.335067749,-30.94708252,0.989257932,0.996242523,5.050689697,5.09463501,0.214996338,-0.122085571,0.968948364,0.259338379,-0.125244141,0.957626343,33.82972717,1.490432739,-32.28871155,-26.18188477,1.135559082,-29.22416687, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.142,1439.856,pilot01,4062825,0.23046875,-0.119445801,0.965713501,8.440216064,1.342544556,-30.987854,1,1,5.119537354,5.149337769,0.208282471,-0.119384766,0.970748901,0.2605896,-0.119430542,0.958023071,33.8056488,1.493286133,-32.28201294,-26.19674683,1.136703491,-29.22065735, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.155,1439.869,pilot01,4062841,0.232162476,-0.120544434,0.965164185,7.440002441,1.340148926,-30.9379425,1,1,5.08404541,5.106704712,0.210098267,-0.123306274,0.969863892,0.260162354,-0.116928101,0.958450317,33.79104614,1.497970581,-32.28382874,-26.20651245,1.138641357,-29.21942139, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.168,1439.882,pilot01,4062850,0.231124878,-0.118682861,0.965652466,6.429962158,1.335006714,-30.88673401,1,1,5.081420898,5.106842041,0.205932617,-0.12020874,0.97114563,0.260971069,-0.116744995,0.958251953,33.78503418,1.498565674,-32.28424072,-26.21052551,1.139846802,-29.21920776, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.181,1439.895,pilot01,4062866,0.231536865,-0.119033813,0.965499878,4.016311646,1.323364258,-30.76448059,1,1,5.060073853,5.106323242,0.206314087,-0.120986938,0.970962524,0.257003784,-0.116973877,0.959289551,33.77766418,1.503585815,-32.28604126,-26.21681213,1.140289307,-29.21878052, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.195,1439.909,pilot01,4062875,0.231262207,-0.118927002,0.965591431,3.734481812,1.32208252,-30.7507782,1,1,5.054382324,5.106933594,0.204849243,-0.121170044,0.971252441,0.25743103,-0.116592407,0.959228516,33.77394104,1.503768921,-32.28771973,-26.21974182,1.140914917,-29.21820068, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.208,1439.922,pilot01,4062891,0.22694397,-0.118438721,0.966674805,3.556732178,1.322250366,-30.74588013,1,1,5.040908813,5.107299805,0.19493103,-0.118972778,0.973571777,0.258285522,-0.117782593,0.958847046,33.73736572,1.50479126,-32.29475403,-26.22593689,1.142089844,-29.217453, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.221,1439.935,pilot01,4062908,0.226165771,-0.120452881,0.966598511,3.277786255,1.319702148,-30.73320007,1,1,5.098846436,5.115463257,0.19694519,-0.12322998,0.972625732,0.254302979,-0.117645264,0.95993042,33.72064209,1.502914429,-32.29602051,-26.23347473,1.142089844,-29.21820068, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.236,1439.95,pilot01,4062916,0.223464966,-0.120895386,0.967178345,3.156295776,1.318649292,-30.72776794,1,1,5.100646973,5.123016357,0.195877075,-0.124252319,0.972717285,0.249847412,-0.117584229,0.961105347,33.71652222,1.502792358,-32.2966156,-26.23771667,1.141540527,-29.21878052, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.249,1439.963,pilot01,4062933,0.220703125,-0.1197052,0.967956543,3.122055054,1.318862915,-30.72795105,1,1,5.078521729,5.154937744,0.193359375,-0.121856689,0.973526001,0.246795654,-0.117553711,0.961898804,33.70788574,1.503173828,-32.3004303,-26.25498962,1.141845703,-29.21760559, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.262,1439.976,pilot01,4062941,0.221054077,-0.119049072,0.967956543,3.171585083,1.319335938,-30.73254395,1,1,5.05821228,5.148666382,0.191879272,-0.120437622,0.973983765,0.249008179,-0.117584229,0.961334229,33.7033844,1.503417969,-32.3036499,-26.26841736,1.141845703,-29.21760559, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.280,1439.994,pilot01,4062966,0.223754883,-0.117645264,0.967514038,2.796813965,1.320678711,-30.72181702,1,1,5.051208496,5.150772095,0.19102478,-0.117416382,0.974533081,0.254348755,-0.117752075,0.959899902,33.690979,1.510482788,-32.31602478,-26.31317139,1.141845703,-29.21966553, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.302,1440.016,pilot01,4062983,0.22102356,-0.118164063,0.968078613,2.555969238,1.32093811,-30.71226501,1,1,5.045639038,5.150558472,0.191619873,-0.118423462,0.97428894,0.248123169,-0.117828369,0.961532593,33.68286133,1.515106201,-32.32020569,-26.33076477,1.140762329,-29.220047, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.323,1440.036,pilot01,4063008,0.220291138,-0.120407104,0.967971802,1.219161987,1.325439453,-30.66639709,1,1,5.036956787,5.150543213,0.189926147,-0.122390747,0.974136353,0.245941162,-0.118621826,0.961990356,33.63294983,1.542877197,-32.36717224,-26.34602356,1.140518188,-29.220047, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.346,1440.06,pilot01,4063033,0.215835571,-0.118896484,0.969146729,-4.33946228,1.297531128,-30.40357971,1,1,5.015457153,5.130996704,0.180419922,-0.118392944,0.976425171,0.23626709,-0.119125366,0.964355469,33.61314392,1.568115234,-32.44293213,-26.36222839,1.140518188,-29.22019958, HorrorEnvironment,FALSE
0:5/8/2021 22:23:50.368,1440.082,pilot01,4063050,0.217041016,-0.120330811,0.968704224,-5.574707031,1.288253784,-30.33407593,1,1,4.991760254,5.11177063,0.183029175,-0.122161865,0.975479126,0.234985352,-0.119308472,0.964645386,33.60617065,1.566558838,-32.43186951,-26.37265015,1.140518188,-29.22053528, HorrorEnvironment,FALSE
